CustomerID,CustomerName,Address,PhoneNumber,Email,Notes,VehicleTypeName,LicensePlate
99,Customer 99,"Pham Van Dong, City",0185826695,customer99@example.com,Regular customer,Motorcycle 50cc,NGQ-0690
100,Customer 100,"Duong Tran Hung Dao, City",0414838948,customer100@example.com,Regular customer,Motorcycle 250cc,RLH-5679
101,Customer 101,"Nguyen Cong Tru, City",0710063084,customer101@example.com,Regular customer,Motorcycle 110cc,OVG-1789
102,Customer 102,"Xo Viet Nghe Tinh, City",0412884013,customer102@example.com,Regular customer,Motorcycle 110cc,SLM-4017
103,Customer 103,"Duong Nguyen Thi Minh Khai, City",0197767230,customer103@example.com,Regular customer,Sedan,ASD-0104
104,Customer 104,"Nguyen Hue, City",0465795403,customer104@example.com,Regular customer,Motorcycle 250cc,KYO-4567
105,Customer 105,"Nguyen Van Cu, City",0508587539,customer105@example.com,Regular customer,SUV,ZWA-9409
106,Customer 106,"Cach Mang Thang Tam, City",0588674354,customer106@example.com,Regular customer,Motorcycle 110cc,KUQ-9355
107,Customer 107,"Dai Lo Dong Tay, City",0718795218,customer107@example.com,Regular customer,Motorcycle 50cc,VLW-5303
108,Customer 108,"Duong Le Thanh Ton, City",0700392973,customer108@example.com,Regular customer,Motorcycle 125cc,TGG-3228
109,Customer 109,"Nguyen Thi Thap, City",0390370848,customer109@example.com,Regular customer,Motorcycle 150cc,HYK-1840
110,Customer 110,"Ky Con, City",0464242854,customer110@example.com,Regular customer,Motorcycle 125cc,SOS-5019
111,Customer 111,"Duong Vo Van Kiet, City",0798867374,customer111@example.com,Regular customer,Motorcycle 250cc,PDY-8870
112,Customer 112,"Duong Vo Thi Sau, City",0133050713,customer112@example.com,Regular customer,Motorcycle 125cc,EGW-6832
113,Customer 113,"Tran Xuan Soan, City",0974186072,customer113@example.com,Regular customer,Pickup Truck,UWI-0101
114,Customer 114,"Nguyen Tri Phuong, City",0195416767,customer114@example.com,Regular customer,Pickup Truck,QNG-8943
115,Customer 115,"Duong Le Van Sy, City",0200674021,customer115@example.com,Regular customer,Sedan,NZN-0333
116,Customer 116,"Tran Hung Dao, City",0559987984,customer116@example.com,Regular customer,Motorcycle 150cc,KJE-8602
117,Customer 117,"Nguyen Dinh Chieu, City",0859603469,customer117@example.com,Regular customer,Motorcycle 125cc,QFY-2983
118,Customer 118,"Tran Quoc Toan, City",0981171686,customer118@example.com,Regular customer,Motorcycle 50cc,TAQ-7476
119,Customer 119,"Duong Cach Mang Thang Tam, City",0444497268,customer119@example.com,Regular customer,Pickup Truck,XZC-1719
120,Customer 120,"Pham Van Dong, City",0321121002,customer120@example.com,Regular customer,Pickup Truck,PJM-7078
121,Customer 121,"Duong Nguyen Van Cu, City",0863109261,customer121@example.com,Regular customer,Motorcycle 250cc,SHO-5554
122,Customer 122,"Nguyen Tat Thanh, City",0157943502,customer122@example.com,Regular customer,Motorcycle 125cc,RAG-8531
123,Customer 123,"Nguyen Hue, City",0445312144,customer123@example.com,Regular customer,Motorcycle 125cc,UIG-4079
124,Customer 124,"Le Van Sy, City",0188790607,customer124@example.com,Regular customer,Sedan,WAJ-1822
125,Customer 125,"Duong Hung Vuong, City",0144672648,customer125@example.com,Regular customer,SUV,QCX-0749
126,Customer 126,"Duong Le Thanh Ton, City",0328428968,customer126@example.com,Regular customer,Motorcycle 150cc,MZM-7031
127,Customer 127,"Cach Mang Thang Tam, City",0567914748,customer127@example.com,Regular customer,Motorcycle 250cc,QYL-7116
128,Customer 128,"Duong Nguyen Hue, City",0746565357,customer128@example.com,Regular customer,Motorcycle 125cc,LAB-4358
129,Customer 129,"Duong Nguyen Van Cu, City",0569365512,customer129@example.com,Regular customer,Light Truck,PFL-6570
130,Customer 130,"Thong Nhat, City",0101077827,customer130@example.com,Regular customer,Motorcycle 125cc,JKS-1797
131,Customer 131,"Nguyen Van Cu, City",0323323416,customer131@example.com,Regular customer,Motorcycle 110cc,BUG-4034
132,Customer 132,"Duong Nguyen Binh Khiem, City",0830530958,customer132@example.com,Regular customer,Motorcycle 110cc,FBK-8525
133,Customer 133,"Phan Van Tri, City",0423435176,customer133@example.com,Regular customer,SUV,TAA-4159
134,Customer 134,"Duong Nguyen Hue, City",0981034811,customer134@example.com,Regular customer,Sedan,SAO-1622
135,Customer 135,"Duong Nguyen Huu Canh, City",0956797704,customer135@example.com,Regular customer,Motorcycle 125cc,STT-1943
136,Customer 136,"Le Lai, City",0464561547,customer136@example.com,Regular customer,Motorcycle 250cc,BVJ-1681
137,Customer 137,"Nguyen Van Cu, City",0248687980,customer137@example.com,Regular customer,Motorcycle 125cc,IZT-1407
138,Customer 138,"Xa Lo Ha Noi, City",0109538831,customer138@example.com,Regular customer,Motorcycle 110cc,GYP-3553
139,Customer 139,"Nguyen Cong Tru, City",0920876697,customer139@example.com,Regular customer,Motorcycle 250cc,MKB-0934
140,Customer 140,"Duong Hung Vuong, City",0461057909,customer140@example.com,Regular customer,Motorcycle 50cc,EPB-7236
141,Customer 141,"Dien Bien Phu, City",0546183958,customer141@example.com,Regular customer,Light Truck,ITF-1097
142,Customer 142,"Duong Hung Vuong, City",0502576448,customer142@example.com,Regular customer,Light Truck,CCR-1485
143,Customer 143,"Duong Nguyen Van Cu, City",0779507206,customer143@example.com,Regular customer,Motorcycle 50cc,YTV-8429
144,Customer 144,"Cau Sai Gon, City",0516146403,customer144@example.com,Regular customer,Sedan,ZSX-0621
145,Customer 145,"Duong Nguyen Van Cu, City",0874241672,customer145@example.com,Regular customer,Motorcycle 110cc,IUU-8482
146,Customer 146,"Cach Mang Thang Tam, City",0656458456,customer146@example.com,Regular customer,Motorcycle 110cc,NLH-8010
147,Customer 147,"Duong Phan Xich Long, City",0680505815,customer147@example.com,Regular customer,SUV,SWR-2476
148,Customer 148,"Vo Van Ngan, City",0731416853,customer148@example.com,Regular customer,Motorcycle 150cc,COG-7430
149,Customer 149,"Dai Lo Dong Tay, City",0425143666,customer149@example.com,Regular customer,Motorcycle 150cc,IYR-8678
150,Customer 150,"Ly Thai To, City",0418644704,customer150@example.com,Regular customer,Motorcycle 150cc,TNY-5715
151,Customer 151,"Duong Le Loi, City",0984618336,customer151@example.com,Regular customer,Motorcycle 250cc,UWX-4849
152,Customer 152,"Bach Dang, City",0845450193,customer152@example.com,Regular customer,Light Truck,ULA-7445
153,Customer 153,"Nguyen Dinh Chieu, City",0806477735,customer153@example.com,Regular customer,Light Truck,OHG-8285
154,Customer 154,"Duong Hai Ba Trung, City",0509855552,customer154@example.com,Regular customer,Motorcycle 150cc,HNB-6080
155,Customer 155,"Tran Nao, City",0253163116,customer155@example.com,Regular customer,SUV,TUQ-6242
156,Customer 156,"Kinh Duong Vuong, City",0934539928,customer156@example.com,Regular customer,SUV,TBL-4410
157,Customer 157,"Tran Xuan Soan, City",0525731350,customer157@example.com,Regular customer,Pickup Truck,IKO-0690
158,Customer 158,"Duong Nguyen Huu Canh, City",0525414284,customer158@example.com,Regular customer,Pickup Truck,TDL-1798
159,Customer 159,"Hong Bang, City",0474685523,customer159@example.com,Regular customer,Motorcycle 125cc,QAH-2224
160,Customer 160,"Cach Mang Thang Tam, City",0424148326,customer160@example.com,Regular customer,Motorcycle 250cc,YSW-7084
161,Customer 161,"Nguyen Tat Thanh, City",0514303562,customer161@example.com,Regular customer,SUV,BLQ-4390
162,Customer 162,"Xo Viet Nghe Tinh, City",0742364761,customer162@example.com,Regular customer,Motorcycle 150cc,MLP-8837
163,Customer 163,"Duong Nguyen Huu Canh, City",0939734464,customer163@example.com,Regular customer,Motorcycle 110cc,PJD-4291
164,Customer 164,"Duong Ton Duc Thang, City",0689044442,customer164@example.com,Regular customer,Motorcycle 150cc,YQO-8323
165,Customer 165,"Nguyen Cong Tru, City",0861667643,customer165@example.com,Regular customer,Sedan,ZOP-9830
166,Customer 166,"Ton Duc Thang, City",0306195894,customer166@example.com,Regular customer,Motorcycle 150cc,YRE-8164
167,Customer 167,"Duong Dien Bien Phu, City",0359113185,customer167@example.com,Regular customer,Pickup Truck,JII-3724
168,Customer 168,"Duong Nguyen Binh Khiem, City",0952922693,customer168@example.com,Regular customer,Light Truck,SQK-2369
169,Customer 169,"Le Lai, City",0560986536,customer169@example.com,Regular customer,Sedan,JIJ-7101
170,Customer 170,"Dai Lo Dong Tay, City",0483786598,customer170@example.com,Regular customer,Motorcycle 50cc,PDS-0581
171,Customer 171,"Duong Nguyen Tri Phuong, City",0660104552,customer171@example.com,Regular customer,Pickup Truck,TRE-2546
172,Customer 172,"Duong Ton Duc Thang, City",0773049363,customer172@example.com,Regular customer,Motorcycle 50cc,ZKF-7438
173,Customer 173,"Duong Bui Vien, City",0893031586,customer173@example.com,Regular customer,Motorcycle 110cc,ZHQ-9256
174,Customer 174,"Cach Mang Thang Tam, City",0828933632,customer174@example.com,Regular customer,SUV,EDO-5347
175,Customer 175,"Duong Le Van Sy, City",0833113862,customer175@example.com,Regular customer,Motorcycle 250cc,OXC-8838
176,Customer 176,"Tran Quoc Toan, City",0328208553,customer176@example.com,Regular customer,Motorcycle 110cc,LWZ-5855
177,Customer 177,"Phan Van Tri, City",0134704639,customer177@example.com,Regular customer,Motorcycle 50cc,YPV-1394
178,Customer 178,"Duong Nguyen Huu Canh, City",0905571047,customer178@example.com,Regular customer,Sedan,QFD-7930
179,Customer 179,"Tran Nao, City",0699133118,customer179@example.com,Regular customer,Motorcycle 250cc,AEP-3465
180,Customer 180,"Le Van Khuong, City",0682723590,customer180@example.com,Regular customer,Sedan,IYV-1874
181,Customer 181,"Bach Dang, City",0876356730,customer181@example.com,Regular customer,Pickup Truck,EKN-6016
182,Customer 182,"Phan Van Tri, City",0398043416,customer182@example.com,Regular customer,SUV,XAI-0768
183,Customer 183,"Nguyen Tat Thanh, City",0715651103,customer183@example.com,Regular customer,Light Truck,TBW-0871
184,Customer 184,"Tran Quoc Toan, City",0313898335,customer184@example.com,Regular customer,Pickup Truck,ESF-5885
185,Customer 185,"Tran Quoc Toan, City",0160553354,customer185@example.com,Regular customer,Motorcycle 110cc,ISM-2009
186,Customer 186,"Kinh Duong Vuong, City",0506462492,customer186@example.com,Regular customer,Motorcycle 110cc,ZKJ-0807
187,Customer 187,"Duong Dien Bien Phu, City",0265787998,customer187@example.com,Regular customer,Motorcycle 150cc,YGC-8818
188,Customer 188,"Bach Dang, City",0191265353,customer188@example.com,Regular customer,Sedan,DMD-9129
189,Customer 189,"Le Lai, City",0713592237,customer189@example.com,Regular customer,Pickup Truck,WFX-5972
190,Customer 190,"Duong Tran Hung Dao, City",0922417960,customer190@example.com,Regular customer,SUV,MEZ-0272
191,Customer 191,"Duong Nguyen Hue, City",0937656145,customer191@example.com,Regular customer,Motorcycle 150cc,MFS-9279
192,Customer 192,"Duong Le Duan, City",0152222917,customer192@example.com,Regular customer,Motorcycle 50cc,TLY-8574
193,Customer 193,"Duong Hai Ba Trung, City",0589462582,customer193@example.com,Regular customer,Motorcycle 125cc,WXC-0585
194,Customer 194,"Duong Nguyen Thi Minh Khai, City",0475131554,customer194@example.com,Regular customer,Motorcycle 50cc,OGU-0045
195,Customer 195,"Nguyen Dinh Chieu, City",0603214552,customer195@example.com,Regular customer,Light Truck,BJC-5220
196,Customer 196,"Duong Vo Van Kiet, City",0463077718,customer196@example.com,Regular customer,Motorcycle 125cc,OHH-4947
197,Customer 197,"Nguyen Hong, City",0358665186,customer197@example.com,Regular customer,Pickup Truck,BQV-4059
198,Customer 198,"Nguyen Tat Thanh, City",0795690887,customer198@example.com,Regular customer,Light Truck,XZA-6852
199,Customer 199,"Cach Mang Thang Tam, City",0825348852,customer199@example.com,Regular customer,Motorcycle 110cc,GWJ-1259
200,Customer 200,"Duong Pasteur, City",0586603534,customer200@example.com,Regular customer,Pickup Truck,GZS-0574
201,Customer 201,"Le Van Sy, City",0314438295,customer201@example.com,Regular customer,SUV,RAC-8692
202,Customer 202,"Hong Bang, City",0873917708,customer202@example.com,Regular customer,Motorcycle 50cc,XZN-8935
203,Customer 203,"Duong Nguyen Thi Minh Khai, City",0369616125,customer203@example.com,Regular customer,Light Truck,VNW-9282
204,Customer 204,"An Duong Vuong, City",0229770877,customer204@example.com,Regular customer,Motorcycle 50cc,MNL-9460
205,Customer 205,"Duong Nguyen Thi Minh Khai, City",0297466137,customer205@example.com,Regular customer,SUV,BGI-8363
206,Customer 206,"Le Van Khuong, City",0117551016,customer206@example.com,Regular customer,Motorcycle 50cc,ZDD-1346
207,Customer 207,"Pham Van Dong, City",0265481382,customer207@example.com,Regular customer,Light Truck,MCD-3031
208,Customer 208,"Nguyen Van Cu, City",0489525033,customer208@example.com,Regular customer,Light Truck,BWT-5044
209,Customer 209,"Tran Xuan Soan, City",0519806136,customer209@example.com,Regular customer,Sedan,DTX-5807
210,Customer 210,"Duong Nguyen Tri Phuong, City",0928549635,customer210@example.com,Regular customer,Motorcycle 125cc,CUK-6280
211,Customer 211,"Duong Hai Ba Trung, City",0826794278,customer211@example.com,Regular customer,Motorcycle 110cc,CZR-8398
212,Customer 212,"Duong Tran Hung Dao, City",0642944220,customer212@example.com,Regular customer,Light Truck,JJC-1426
213,Customer 213,"Le Van Khuong, City",0825417284,customer213@example.com,Regular customer,Motorcycle 50cc,RXS-2719
214,Customer 214,"Vo Van Ngan, City",0227471396,customer214@example.com,Regular customer,SUV,BSE-9635
215,Customer 215,"Nguyen Cong Tru, City",0130751374,customer215@example.com,Regular customer,Motorcycle 250cc,WKX-9254
216,Customer 216,"Tran Xuan Soan, City",0961705480,customer216@example.com,Regular customer,Motorcycle 125cc,AXG-4817
217,Customer 217,"Dai Lo Dong Tay, City",0394733931,customer217@example.com,Regular customer,Motorcycle 150cc,FPG-3127
218,Customer 218,"Duong Le Van Sy, City",0476931312,customer218@example.com,Regular customer,Motorcycle 250cc,MEX-1260
219,Customer 219,"Nguyen Tat Thanh, City",0693848827,customer219@example.com,Regular customer,Light Truck,RKO-9247
220,Customer 220,"Duong Cach Mang Thang Tam, City",0961420661,customer220@example.com,Regular customer,SUV,QEK-5314
221,Customer 221,"Nguyen Tri Phuong, City",0521182728,customer221@example.com,Regular customer,SUV,POC-0773
222,Customer 222,"Cach Mang Thang Tam, City",0726799318,customer222@example.com,Regular customer,Sedan,SSO-9587
223,Customer 223,"Tran Hung Dao, City",0180698607,customer223@example.com,Regular customer,Motorcycle 250cc,UNX-2104
224,Customer 224,"Tran Nao, City",0509768399,customer224@example.com,Regular customer,Motorcycle 110cc,IUU-2515
225,Customer 225,"Le Van Sy, City",0819625677,customer225@example.com,Regular customer,Sedan,FAK-6446
226,Customer 226,"Nguyen Cong Tru, City",0386007930,customer226@example.com,Regular customer,Pickup Truck,CAV-8483
227,Customer 227,"Duong Nguyen Huu Canh, City",0301879918,customer227@example.com,Regular customer,Sedan,GAZ-6370
228,Customer 228,"Nguyen Van Cu, City",0517165637,customer228@example.com,Regular customer,Motorcycle 250cc,KNA-2109
229,Customer 229,"Cau Sai Gon, City",0632946037,customer229@example.com,Regular customer,SUV,VAI-5780
230,Customer 230,"Duong Vo Thi Sau, City",0976793457,customer230@example.com,Regular customer,Motorcycle 125cc,VKX-6514
231,Customer 231,"Duong Truong Dinh, City",0406501813,customer231@example.com,Regular customer,Motorcycle 110cc,NNL-3359
232,Customer 232,"Duong Tran Quoc Thao, City",0794125826,customer232@example.com,Regular customer,Pickup Truck,NYQ-0171
233,Customer 233,"Duong Truong Dinh, City",0142603870,customer233@example.com,Regular customer,SUV,HRQ-4313
234,Customer 234,"Nguyen Hue, City",0493515802,customer234@example.com,Regular customer,Motorcycle 50cc,GYE-3950
235,Customer 235,"Duong Cach Mang Thang Tam, City",0524156534,customer235@example.com,Regular customer,Motorcycle 150cc,GOY-5205
236,Customer 236,"Duong Tran Quoc Thao, City",0412511558,customer236@example.com,Regular customer,Motorcycle 50cc,PVR-7679
237,Customer 237,"Xa Lo Ha Noi, City",0205342588,customer237@example.com,Regular customer,Motorcycle 250cc,WXL-8961
238,Customer 238,"Duong Pham Ngoc Thach, City",0593111295,customer238@example.com,Regular customer,Sedan,YKU-7146
239,Customer 239,"Xa Lo Ha Noi, City",0753286665,customer239@example.com,Regular customer,Light Truck,DYI-3271
240,Customer 240,"Duong Pham Ngoc Thach, City",0859870368,customer240@example.com,Regular customer,Motorcycle 150cc,LTS-3281
241,Customer 241,"Ton Duc Thang, City",0753560612,customer241@example.com,Regular customer,Motorcycle 110cc,CYG-3826
