CustomerID,CustomerName,Address,PhoneNumber,Email,Notes,VehicleTypeName,LicensePlate
18,Customer 18,"Nguyen Dinh Chieu, City",837593238,customer18@example.com,Regular customer,Motorcycle 125cc,KUL-4465
19,Customer 19,"Nguyen Dinh Chieu, City",719549113,customer19@example.com,Regular customer,Motorcycle 250cc,IEG-5598
20,Customer 20,"Duong Nguyen Tri Phuong, City",798669990,customer20@example.com,Regular customer,SUV,WBS-2711
21,Customer 21,"Ton Duc Thang, City",953431705,customer21@example.com,Regular customer,Sedan,MEM-8527
22,Customer 22,"Duong Le Van Sy, City",470680081,customer22@example.com,Regular customer,Motorcycle 250cc,SDN-8745
23,Customer 23,"Pham Van Dong, City",339718852,customer23@example.com,Regular customer,SUV,BZN-7975
24,Customer 24,"Duong Pasteur, City",674138594,customer24@example.com,Regular customer,Motorcycle 250cc,HOP-6957
25,Customer 25,"Nguyen Thi Thap, City",560552918,customer25@example.com,Regular customer,Motorcycle 125cc,WTQ-5516
26,Customer 26,"Nguyen Hue, City",716517835,customer26@example.com,Regular customer,Motorcycle 110cc,VUH-6465
27,Customer 27,"Vo Van Ngan, City",350060950,customer27@example.com,Regular customer,Pickup Truck,DWM-3595
28,Customer 28,"Duong Vo Thi Sau, City",263843461,customer28@example.com,Regular customer,Motorcycle 50cc,SHW-9692
29,Customer 29,"Ton Duc Thang, City",158067928,customer29@example.com,Regular customer,SUV,VFY-3211
30,Customer 30,"Duong Ton Duc Thang, City",416308336,customer30@example.com,Regular customer,Motorcycle 50cc,MPA-9284
31,Customer 31,"Ky Con, City",143072310,customer31@example.com,Regular customer,Motorcycle 150cc,OAZ-2334
32,Customer 32,"Nguyen Van Cu, City",690359590,customer32@example.com,Regular customer,Motorcycle 50cc,HUL-1461
33,Customer 33,"Xo Viet Nghe Tinh, City",958179830,customer33@example.com,Regular customer,Motorcycle 50cc,VGD-1749
34,Customer 34,"Duong Le Van Sy, City",382202987,customer34@example.com,Regular customer,Light Truck,GWS-8645
35,Customer 35,"Le Lai, City",291093671,customer35@example.com,Regular customer,Motorcycle 125cc,CBT-5342
36,Customer 36,"Duong Nguyen Huu Canh, City",107551574,customer36@example.com,Regular customer,Pickup Truck,ABS-0761
37,Customer 37,"Duong Le Loi, City",534357962,customer37@example.com,Regular customer,Pickup Truck,OKS-5014
38,Customer 38,"Duong Bui Vien, City",810659481,customer38@example.com,Regular customer,Pickup Truck,JQN-4214
39,Customer 39,"Le Van Khuong, City",216939434,customer39@example.com,Regular customer,Light Truck,CSM-4866
40,Customer 40,"Duong Nguyen Binh Khiem, City",585697667,customer40@example.com,Regular customer,Sedan,XOM-5929
41,Customer 41,"Pham Van Dong, City",744593731,customer41@example.com,Regular customer,Motorcycle 150cc,MQH-9645
42,Customer 42,"Duong Nguyen Huu Canh, City",720996063,customer42@example.com,Regular customer,Motorcycle 150cc,APD-0164
43,Customer 43,"Nguyen Tri Phuong, City",689299253,customer43@example.com,Regular customer,Sedan,HFY-1624
44,Customer 44,"Xa Lo Ha Noi, City",983158072,customer44@example.com,Regular customer,Pickup Truck,OOX-2113
45,Customer 45,"Pham Van Dong, City",147187809,customer45@example.com,Regular customer,Light Truck,WOS-6098
46,Customer 46,"Duong Vo Van Kiet, City",217615084,customer46@example.com,Regular customer,Light Truck,QEU-4084
47,Customer 47,"Duong Nam Ky Khoi Nghia, City",935508759,customer47@example.com,Regular customer,Motorcycle 125cc,HTK-0794
48,Customer 48,"Cach Mang Thang Tam, City",776017034,customer48@example.com,Regular customer,Motorcycle 150cc,FJT-8788
49,Customer 49,"Thong Nhat, City",966703868,customer49@example.com,Regular customer,Light Truck,JAB-9562
50,Customer 50,"Duong Hai Ba Trung, City",246426174,customer50@example.com,Regular customer,Motorcycle 125cc,CJV-1139
51,Customer 51,"An Duong Vuong, City",991208257,customer51@example.com,Regular customer,Motorcycle 250cc,TJT-0123
52,Customer 52,"Nguyen Tri Phuong, City",156449550,customer52@example.com,Regular customer,Motorcycle 125cc,PHU-8770
53,Customer 53,"Duong Cach Mang Thang Tam, City",261762817,customer53@example.com,Regular customer,SUV,IKM-0870
54,Customer 54,"Duong Hai Ba Trung, City",706434634,customer54@example.com,Regular customer,Motorcycle 110cc,SVB-8646
55,Customer 55,"Duong Ton Duc Thang, City",572239285,customer55@example.com,Regular customer,Light Truck,XRK-3841
56,Customer 56,"Duong Tran Hung Dao, City",721367633,customer56@example.com,Regular customer,Motorcycle 125cc,MVT-5553
57,Customer 57,"Duong Le Duan, City",474326780,customer57@example.com,Regular customer,Motorcycle 150cc,PNJ-3048
58,Customer 58,"Bach Dang, City",916040469,customer58@example.com,Regular customer,Motorcycle 125cc,WME-9245
59,Customer 59,"Ky Con, City",487649204,customer59@example.com,Regular customer,Motorcycle 150cc,XSC-8624
60,Customer 60,"Duong Nguyen Van Cu, City",971380640,customer60@example.com,Regular customer,Motorcycle 150cc,CCN-7191
61,Customer 61,"Xo Viet Nghe Tinh, City",389875307,customer61@example.com,Regular customer,Motorcycle 150cc,ITT-4490
62,Customer 62,"Nam Ky Khoi Nghia, City",596688572,customer62@example.com,Regular customer,Motorcycle 110cc,VNW-8109
63,Customer 63,"Xo Viet Nghe Tinh, City",513624540,customer63@example.com,Regular customer,Light Truck,HHQ-9117
64,Customer 64,"Nguyen Tat Thanh, City",150184786,customer64@example.com,Regular customer,Motorcycle 50cc,WJO-9092
65,Customer 65,"Nguyen Thi Thap, City",870298133,customer65@example.com,Regular customer,SUV,IMD-4946
66,Customer 66,"Ky Con, City",638046383,customer66@example.com,Regular customer,Motorcycle 150cc,LCY-7783
67,Customer 67,"Phan Van Tri, City",983507883,customer67@example.com,Regular customer,Motorcycle 125cc,UEP-9232
68,Customer 68,"Le Van Khuong, City",574877194,customer68@example.com,Regular customer,Motorcycle 250cc,SWQ-7443
69,Customer 69,"Pham Van Dong, City",546680046,customer69@example.com,Regular customer,Light Truck,WBQ-0171
70,Customer 70,"Duong Nguyen Thi Minh Khai, City",348509813,customer70@example.com,Regular customer,Sedan,ZUU-8126
71,Customer 71,"Duong Nam Ky Khoi Nghia, City",846371061,customer71@example.com,Regular customer,Light Truck,ZUW-6143
72,Customer 72,"Nam Ky Khoi Nghia, City",550701623,customer72@example.com,Regular customer,Motorcycle 150cc,JGR-6250
73,Customer 73,"Duong Le Loi, City",321839435,customer73@example.com,Regular customer,Motorcycle 250cc,GFW-3206
74,Customer 74,"Tran Hung Dao, City",611938093,customer74@example.com,Regular customer,Motorcycle 50cc,IPH-5036
75,Customer 75,"Duong Hung Vuong, City",479802009,customer75@example.com,Regular customer,Motorcycle 150cc,JIR-7329
76,Customer 76,"Duong Phan Xich Long, City",473975041,customer76@example.com,Regular customer,Sedan,DGK-6888
77,Customer 77,"Vo Van Ngan, City",238387910,customer77@example.com,Regular customer,Motorcycle 125cc,KST-3493
78,Customer 78,"Thong Nhat, City",570973370,customer78@example.com,Regular customer,Motorcycle 110cc,SMC-4152
79,Customer 79,"Duong Dien Bien Phu, City",105719251,customer79@example.com,Regular customer,Motorcycle 150cc,TAK-9557
80,Customer 80,"Duong Nguyen Van Cu, City",344279845,customer80@example.com,Regular customer,Motorcycle 110cc,ZGM-3797
81,Customer 81,"Nguyen Dinh Chieu, City",217403183,customer81@example.com,Regular customer,Sedan,PYL-6794
82,Customer 82,"Xo Viet Nghe Tinh, City",845112129,customer82@example.com,Regular customer,Sedan,VCJ-3970
83,Customer 83,"Nguyen Cong Tru, City",503364317,customer83@example.com,Regular customer,Sedan,PTD-7413
84,Customer 84,"An Duong Vuong, City",545735999,customer84@example.com,Regular customer,Motorcycle 50cc,LIW-0298
85,Customer 85,"Duong Nam Ky Khoi Nghia, City",153699027,customer85@example.com,Regular customer,Sedan,KBJ-2543
86,Customer 86,"Duong Cach Mang Thang Tam, City",867115181,customer86@example.com,Regular customer,Sedan,XQS-3252
87,Customer 87,"Ham Nghi, City",352349528,customer87@example.com,Regular customer,Motorcycle 50cc,RZX-7727
88,Customer 88,"Duong Nguyen Hue, City",676443385,customer88@example.com,Regular customer,Motorcycle 125cc,JVG-1875
89,Customer 89,"Nguyen Thi Thap, City",506019113,customer89@example.com,Regular customer,Pickup Truck,WEZ-0612
90,Customer 90,"Nguyen Tat Thanh, City",921890511,customer90@example.com,Regular customer,Motorcycle 150cc,ORZ-7196
91,Customer 91,"Nguyen Cong Tru, City",761433283,customer91@example.com,Regular customer,Motorcycle 110cc,XXL-5698
92,Customer 92,"Tran Hung Dao, City",927223517,customer92@example.com,Regular customer,Sedan,LRI-5214
93,Customer 93,"Duong Vo Thi Sau, City",946794423,customer93@example.com,Regular customer,Motorcycle 50cc,HXP-8690
94,Customer 94,"Nguyen Cong Tru, City",986261457,customer94@example.com,Regular customer,Motorcycle 125cc,XAB-6720
95,Customer 95,"Xa Lo Ha Noi, City",946336828,customer95@example.com,Regular customer,Motorcycle 250cc,FHS-8834
96,Customer 96,"Duong Le Thanh Ton, City",983282389,customer96@example.com,Regular customer,Pickup Truck,YDQ-1020
97,Customer 97,"Duong Vo Thi Sau, City",276131493,customer97@example.com,Regular customer,Motorcycle 250cc,KHJ-3599
98,Customer 98,"Nguyen Tat Thanh, City",448842633,customer98@example.com,Regular customer,Sedan,GFK-9893
99,Customer 99,"Pham Van Dong, City",185826695,customer99@example.com,Regular customer,Motorcycle 50cc,NGQ-0690
100,Customer 100,"Duong Tran Hung Dao, City",414838948,customer100@example.com,Regular customer,Motorcycle 250cc,RLH-5679
101,Customer 101,"Nguyen Cong Tru, City",710063084,customer101@example.com,Regular customer,Motorcycle 110cc,OVG-1789
102,Customer 102,"Xo Viet Nghe Tinh, City",412884013,customer102@example.com,Regular customer,Motorcycle 110cc,SLM-4017
103,Customer 103,"Duong Nguyen Thi Minh Khai, City",197767230,customer103@example.com,Regular customer,Sedan,ASD-0104
104,Customer 104,"Nguyen Hue, City",465795403,customer104@example.com,Regular customer,Motorcycle 250cc,KYO-4567
105,Customer 105,"Nguyen Van Cu, City",508587539,customer105@example.com,Regular customer,SUV,ZWA-9409
106,Customer 106,"Cach Mang Thang Tam, City",588674354,customer106@example.com,Regular customer,Motorcycle 110cc,KUQ-9355
107,Customer 107,"Dai Lo Dong Tay, City",718795218,customer107@example.com,Regular customer,Motorcycle 50cc,VLW-5303
108,Customer 108,"Duong Le Thanh Ton, City",700392973,customer108@example.com,Regular customer,Motorcycle 125cc,TGG-3228
109,Customer 109,"Nguyen Thi Thap, City",390370848,customer109@example.com,Regular customer,Motorcycle 150cc,HYK-1840
110,Customer 110,"Ky Con, City",464242854,customer110@example.com,Regular customer,Motorcycle 125cc,SOS-5019
111,Customer 111,"Duong Vo Van Kiet, City",798867374,customer111@example.com,Regular customer,Motorcycle 250cc,PDY-8870
112,Customer 112,"Duong Vo Thi Sau, City",133050713,customer112@example.com,Regular customer,Motorcycle 125cc,EGW-6832
113,Customer 113,"Tran Xuan Soan, City",974186072,customer113@example.com,Regular customer,Pickup Truck,UWI-0101
114,Customer 114,"Nguyen Tri Phuong, City",195416767,customer114@example.com,Regular customer,Pickup Truck,QNG-8943
115,Customer 115,"Duong Le Van Sy, City",200674021,customer115@example.com,Regular customer,Sedan,NZN-0333
116,Customer 116,"Tran Hung Dao, City",559987984,customer116@example.com,Regular customer,Motorcycle 150cc,KJE-8602
117,Customer 117,"Nguyen Dinh Chieu, City",859603469,customer117@example.com,Regular customer,Motorcycle 125cc,QFY-2983
118,Customer 118,"Tran Quoc Toan, City",981171686,customer118@example.com,Regular customer,Motorcycle 50cc,TAQ-7476
119,Customer 119,"Duong Cach Mang Thang Tam, City",444497268,customer119@example.com,Regular customer,Pickup Truck,XZC-1719
120,Customer 120,"Pham Van Dong, City",321121002,customer120@example.com,Regular customer,Pickup Truck,PJM-7078
121,Customer 121,"Duong Nguyen Van Cu, City",863109261,customer121@example.com,Regular customer,Motorcycle 250cc,SHO-5554
122,Customer 122,"Nguyen Tat Thanh, City",157943502,customer122@example.com,Regular customer,Motorcycle 125cc,RAG-8531
123,Customer 123,"Nguyen Hue, City",445312144,customer123@example.com,Regular customer,Motorcycle 125cc,UIG-4079
124,Customer 124,"Le Van Sy, City",188790607,customer124@example.com,Regular customer,Sedan,WAJ-1822
125,Customer 125,"Duong Hung Vuong, City",144672648,customer125@example.com,Regular customer,SUV,QCX-0749
126,Customer 126,"Duong Le Thanh Ton, City",328428968,customer126@example.com,Regular customer,Motorcycle 150cc,MZM-7031
127,Customer 127,"Cach Mang Thang Tam, City",567914748,customer127@example.com,Regular customer,Motorcycle 250cc,QYL-7116
128,Customer 128,"Duong Nguyen Hue, City",746565357,customer128@example.com,Regular customer,Motorcycle 125cc,LAB-4358
129,Customer 129,"Duong Nguyen Van Cu, City",569365512,customer129@example.com,Regular customer,Light Truck,PFL-6570
130,Customer 130,"Thong Nhat, City",101077827,customer130@example.com,Regular customer,Motorcycle 125cc,JKS-1797
131,Customer 131,"Nguyen Van Cu, City",323323416,customer131@example.com,Regular customer,Motorcycle 110cc,BUG-4034
132,Customer 132,"Duong Nguyen Binh Khiem, City",830530958,customer132@example.com,Regular customer,Motorcycle 110cc,FBK-8525
133,Customer 133,"Phan Van Tri, City",423435176,customer133@example.com,Regular customer,SUV,TAA-4159
134,Customer 134,"Duong Nguyen Hue, City",981034811,customer134@example.com,Regular customer,Sedan,SAO-1622
135,Customer 135,"Duong Nguyen Huu Canh, City",956797704,customer135@example.com,Regular customer,Motorcycle 125cc,STT-1943
136,Customer 136,"Le Lai, City",464561547,customer136@example.com,Regular customer,Motorcycle 250cc,BVJ-1681
137,Customer 137,"Nguyen Van Cu, City",248687980,customer137@example.com,Regular customer,Motorcycle 125cc,IZT-1407
138,Customer 138,"Xa Lo Ha Noi, City",109538831,customer138@example.com,Regular customer,Motorcycle 110cc,GYP-3553
139,Customer 139,"Nguyen Cong Tru, City",920876697,customer139@example.com,Regular customer,Motorcycle 250cc,MKB-0934
140,Customer 140,"Duong Hung Vuong, City",461057909,customer140@example.com,Regular customer,Motorcycle 50cc,EPB-7236
141,Customer 141,"Dien Bien Phu, City",546183958,customer141@example.com,Regular customer,Light Truck,ITF-1097
142,Customer 142,"Duong Hung Vuong, City",502576448,customer142@example.com,Regular customer,Light Truck,CCR-1485
143,Customer 143,"Duong Nguyen Van Cu, City",779507206,customer143@example.com,Regular customer,Motorcycle 50cc,YTV-8429
144,Customer 144,"Cau Sai Gon, City",516146403,customer144@example.com,Regular customer,Sedan,ZSX-0621
145,Customer 145,"Duong Nguyen Van Cu, City",874241672,customer145@example.com,Regular customer,Motorcycle 110cc,IUU-8482
146,Customer 146,"Cach Mang Thang Tam, City",656458456,customer146@example.com,Regular customer,Motorcycle 110cc,NLH-8010
147,Customer 147,"Duong Phan Xich Long, City",680505815,customer147@example.com,Regular customer,SUV,SWR-2476
148,Customer 148,"Vo Van Ngan, City",731416853,customer148@example.com,Regular customer,Motorcycle 150cc,COG-7430
149,Customer 149,"Dai Lo Dong Tay, City",425143666,customer149@example.com,Regular customer,Motorcycle 150cc,IYR-8678
150,Customer 150,"Ly Thai To, City",418644704,customer150@example.com,Regular customer,Motorcycle 150cc,TNY-5715
151,Customer 151,"Duong Le Loi, City",984618336,customer151@example.com,Regular customer,Motorcycle 250cc,UWX-4849
152,Customer 152,"Bach Dang, City",845450193,customer152@example.com,Regular customer,Light Truck,ULA-7445
153,Customer 153,"Nguyen Dinh Chieu, City",806477735,customer153@example.com,Regular customer,Light Truck,OHG-8285
154,Customer 154,"Duong Hai Ba Trung, City",509855552,customer154@example.com,Regular customer,Motorcycle 150cc,HNB-6080
155,Customer 155,"Tran Nao, City",253163116,customer155@example.com,Regular customer,SUV,TUQ-6242
156,Customer 156,"Kinh Duong Vuong, City",934539928,customer156@example.com,Regular customer,SUV,TBL-4410
157,Customer 157,"Tran Xuan Soan, City",525731350,customer157@example.com,Regular customer,Pickup Truck,IKO-0690
158,Customer 158,"Duong Nguyen Huu Canh, City",525414284,customer158@example.com,Regular customer,Pickup Truck,TDL-1798
159,Customer 159,"Hong Bang, City",474685523,customer159@example.com,Regular customer,Motorcycle 125cc,QAH-2224
160,Customer 160,"Cach Mang Thang Tam, City",424148326,customer160@example.com,Regular customer,Motorcycle 250cc,YSW-7084
161,Customer 161,"Nguyen Tat Thanh, City",514303562,customer161@example.com,Regular customer,SUV,BLQ-4390
162,Customer 162,"Xo Viet Nghe Tinh, City",742364761,customer162@example.com,Regular customer,Motorcycle 150cc,MLP-8837
163,Customer 163,"Duong Nguyen Huu Canh, City",939734464,customer163@example.com,Regular customer,Motorcycle 110cc,PJD-4291
164,Customer 164,"Duong Ton Duc Thang, City",689044442,customer164@example.com,Regular customer,Motorcycle 150cc,YQO-8323
165,Customer 165,"Nguyen Cong Tru, City",861667643,customer165@example.com,Regular customer,Sedan,ZOP-9830
166,Customer 166,"Ton Duc Thang, City",306195894,customer166@example.com,Regular customer,Motorcycle 150cc,YRE-8164
167,Customer 167,"Duong Dien Bien Phu, City",359113185,customer167@example.com,Regular customer,Pickup Truck,JII-3724
168,Customer 168,"Duong Nguyen Binh Khiem, City",952922693,customer168@example.com,Regular customer,Light Truck,SQK-2369
169,Customer 169,"Le Lai, City",560986536,customer169@example.com,Regular customer,Sedan,JIJ-7101
170,Customer 170,"Dai Lo Dong Tay, City",483786598,customer170@example.com,Regular customer,Motorcycle 50cc,PDS-0581
171,Customer 171,"Duong Nguyen Tri Phuong, City",660104552,customer171@example.com,Regular customer,Pickup Truck,TRE-2546
172,Customer 172,"Duong Ton Duc Thang, City",773049363,customer172@example.com,Regular customer,Motorcycle 50cc,ZKF-7438
173,Customer 173,"Duong Bui Vien, City",893031586,customer173@example.com,Regular customer,Motorcycle 110cc,ZHQ-9256
174,Customer 174,"Cach Mang Thang Tam, City",828933632,customer174@example.com,Regular customer,SUV,EDO-5347
175,Customer 175,"Duong Le Van Sy, City",833113862,customer175@example.com,Regular customer,Motorcycle 250cc,OXC-8838
176,Customer 176,"Tran Quoc Toan, City",328208553,customer176@example.com,Regular customer,Motorcycle 110cc,LWZ-5855
177,Customer 177,"Phan Van Tri, City",134704639,customer177@example.com,Regular customer,Motorcycle 50cc,YPV-1394
178,Customer 178,"Duong Nguyen Huu Canh, City",905571047,customer178@example.com,Regular customer,Sedan,QFD-7930
179,Customer 179,"Tran Nao, City",699133118,customer179@example.com,Regular customer,Motorcycle 250cc,AEP-3465
180,Customer 180,"Le Van Khuong, City",682723590,customer180@example.com,Regular customer,Sedan,IYV-1874
181,Customer 181,"Bach Dang, City",876356730,customer181@example.com,Regular customer,Pickup Truck,EKN-6016
182,Customer 182,"Phan Van Tri, City",398043416,customer182@example.com,Regular customer,SUV,XAI-0768
183,Customer 183,"Nguyen Tat Thanh, City",715651103,customer183@example.com,Regular customer,Light Truck,TBW-0871
184,Customer 184,"Tran Quoc Toan, City",313898335,customer184@example.com,Regular customer,Pickup Truck,ESF-5885
185,Customer 185,"Tran Quoc Toan, City",160553354,customer185@example.com,Regular customer,Motorcycle 110cc,ISM-2009
186,Customer 186,"Kinh Duong Vuong, City",506462492,customer186@example.com,Regular customer,Motorcycle 110cc,ZKJ-0807
187,Customer 187,"Duong Dien Bien Phu, City",265787998,customer187@example.com,Regular customer,Motorcycle 150cc,YGC-8818
188,Customer 188,"Bach Dang, City",191265353,customer188@example.com,Regular customer,Sedan,DMD-9129
189,Customer 189,"Le Lai, City",713592237,customer189@example.com,Regular customer,Pickup Truck,WFX-5972
190,Customer 190,"Duong Tran Hung Dao, City",922417960,customer190@example.com,Regular customer,SUV,MEZ-0272
191,Customer 191,"Duong Nguyen Hue, City",937656145,customer191@example.com,Regular customer,Motorcycle 150cc,MFS-9279
192,Customer 192,"Duong Le Duan, City",152222917,customer192@example.com,Regular customer,Motorcycle 50cc,TLY-8574
193,Customer 193,"Duong Hai Ba Trung, City",589462582,customer193@example.com,Regular customer,Motorcycle 125cc,WXC-0585
194,Customer 194,"Duong Nguyen Thi Minh Khai, City",475131554,customer194@example.com,Regular customer,Motorcycle 50cc,OGU-0045
195,Customer 195,"Nguyen Dinh Chieu, City",603214552,customer195@example.com,Regular customer,Light Truck,BJC-5220
196,Customer 196,"Duong Vo Van Kiet, City",463077718,customer196@example.com,Regular customer,Motorcycle 125cc,OHH-4947
197,Customer 197,"Nguyen Hong, City",358665186,customer197@example.com,Regular customer,Pickup Truck,BQV-4059
198,Customer 198,"Nguyen Tat Thanh, City",795690887,customer198@example.com,Regular customer,Light Truck,XZA-6852
199,Customer 199,"Cach Mang Thang Tam, City",825348852,customer199@example.com,Regular customer,Motorcycle 110cc,GWJ-1259
200,Customer 200,"Duong Pasteur, City",586603534,customer200@example.com,Regular customer,Pickup Truck,GZS-0574
201,Customer 201,"Le Van Sy, City",314438295,customer201@example.com,Regular customer,SUV,RAC-8692
202,Customer 202,"Hong Bang, City",873917708,customer202@example.com,Regular customer,Motorcycle 50cc,XZN-8935
203,Customer 203,"Duong Nguyen Thi Minh Khai, City",369616125,customer203@example.com,Regular customer,Light Truck,VNW-9282
204,Customer 204,"An Duong Vuong, City",229770877,customer204@example.com,Regular customer,Motorcycle 50cc,MNL-9460
205,Customer 205,"Duong Nguyen Thi Minh Khai, City",297466137,customer205@example.com,Regular customer,SUV,BGI-8363
206,Customer 206,"Le Van Khuong, City",117551016,customer206@example.com,Regular customer,Motorcycle 50cc,ZDD-1346
207,Customer 207,"Pham Van Dong, City",265481382,customer207@example.com,Regular customer,Light Truck,MCD-3031
208,Customer 208,"Nguyen Van Cu, City",489525033,customer208@example.com,Regular customer,Light Truck,BWT-5044
209,Customer 209,"Tran Xuan Soan, City",519806136,customer209@example.com,Regular customer,Sedan,DTX-5807
210,Customer 210,"Duong Nguyen Tri Phuong, City",928549635,customer210@example.com,Regular customer,Motorcycle 125cc,CUK-6280
211,Customer 211,"Duong Hai Ba Trung, City",826794278,customer211@example.com,Regular customer,Motorcycle 110cc,CZR-8398
212,Customer 212,"Duong Tran Hung Dao, City",642944220,customer212@example.com,Regular customer,Light Truck,JJC-1426
213,Customer 213,"Le Van Khuong, City",825417284,customer213@example.com,Regular customer,Motorcycle 50cc,RXS-2719
214,Customer 214,"Vo Van Ngan, City",227471396,customer214@example.com,Regular customer,SUV,BSE-9635
215,Customer 215,"Nguyen Cong Tru, City",130751374,customer215@example.com,Regular customer,Motorcycle 250cc,WKX-9254
216,Customer 216,"Tran Xuan Soan, City",961705480,customer216@example.com,Regular customer,Motorcycle 125cc,AXG-4817
217,Customer 217,"Dai Lo Dong Tay, City",394733931,customer217@example.com,Regular customer,Motorcycle 150cc,FPG-3127
218,Customer 218,"Duong Le Van Sy, City",476931312,customer218@example.com,Regular customer,Motorcycle 250cc,MEX-1260
219,Customer 219,"Nguyen Tat Thanh, City",693848827,customer219@example.com,Regular customer,Light Truck,RKO-9247
220,Customer 220,"Duong Cach Mang Thang Tam, City",961420661,customer220@example.com,Regular customer,SUV,QEK-5314
221,Customer 221,"Nguyen Tri Phuong, City",521182728,customer221@example.com,Regular customer,SUV,POC-0773
222,Customer 222,"Cach Mang Thang Tam, City",726799318,customer222@example.com,Regular customer,Sedan,SSO-9587
223,Customer 223,"Tran Hung Dao, City",180698607,customer223@example.com,Regular customer,Motorcycle 250cc,UNX-2104
224,Customer 224,"Tran Nao, City",509768399,customer224@example.com,Regular customer,Motorcycle 110cc,IUU-2515
225,Customer 225,"Le Van Sy, City",819625677,customer225@example.com,Regular customer,Sedan,FAK-6446
226,Customer 226,"Nguyen Cong Tru, City",386007930,customer226@example.com,Regular customer,Pickup Truck,CAV-8483
227,Customer 227,"Duong Nguyen Huu Canh, City",301879918,customer227@example.com,Regular customer,Sedan,GAZ-6370
228,Customer 228,"Nguyen Van Cu, City",517165637,customer228@example.com,Regular customer,Motorcycle 250cc,KNA-2109
229,Customer 229,"Cau Sai Gon, City",632946037,customer229@example.com,Regular customer,SUV,VAI-5780
230,Customer 230,"Duong Vo Thi Sau, City",976793457,customer230@example.com,Regular customer,Motorcycle 125cc,VKX-6514
231,Customer 231,"Duong Truong Dinh, City",406501813,customer231@example.com,Regular customer,Motorcycle 110cc,NNL-3359
232,Customer 232,"Duong Tran Quoc Thao, City",794125826,customer232@example.com,Regular customer,Pickup Truck,NYQ-0171
233,Customer 233,"Duong Truong Dinh, City",142603870,customer233@example.com,Regular customer,SUV,HRQ-4313
234,Customer 234,"Nguyen Hue, City",493515802,customer234@example.com,Regular customer,Motorcycle 50cc,GYE-3950
235,Customer 235,"Duong Cach Mang Thang Tam, City",524156534,customer235@example.com,Regular customer,Motorcycle 150cc,GOY-5205
236,Customer 236,"Duong Tran Quoc Thao, City",412511558,customer236@example.com,Regular customer,Motorcycle 50cc,PVR-7679
237,Customer 237,"Xa Lo Ha Noi, City",205342588,customer237@example.com,Regular customer,Motorcycle 250cc,WXL-8961
238,Customer 238,"Duong Pham Ngoc Thach, City",593111295,customer238@example.com,Regular customer,Sedan,YKU-7146
239,Customer 239,"Xa Lo Ha Noi, City",753286665,customer239@example.com,Regular customer,Light Truck,DYI-3271
240,Customer 240,"Duong Pham Ngoc Thach, City",859870368,customer240@example.com,Regular customer,Motorcycle 150cc,LTS-3281
241,Customer 241,"Ton Duc Thang, City",753560612,customer241@example.com,Regular customer,Motorcycle 110cc,CYG-3826
242,Customer 242,"Ha Huy Giap, City",313567155,customer242@example.com,Regular customer,Sedan,KKE-3732
243,Customer 243,"Duong Le Loi, City",317941303,customer243@example.com,Regular customer,Motorcycle 50cc,AMQ-0757
244,Customer 244,"Duong Le Loi, City",780038770,customer244@example.com,Regular customer,Motorcycle 110cc,MOX-9357
245,Customer 245,"Tran Nao, City",690874363,customer245@example.com,Regular customer,Light Truck,EGS-6407
